Tweet_ID,target
1402993516792352773,no
1402983560512905227,no
1402956475149004800,no
1402900292455260161,no
1402641839904235522,no
1402636241422667784,no
1402623914161934336,no
1402325893717037063,no
1402303277681811456,no
1402270845821669391,no
1402210867656245249,no
1401960461810253824,no
1401933194480521216,no
1401916988977524742,no
1401870287680032768,no
1401838529001496580,no
1401826269327618048,no
1401116680538017792,no
1400809962159411200,no
1400805915922677764,no
1400760998034817026,no
1400754183033311239,no
1400740650388234240,no
1400512860174880769,no
1400490668150165512,no
1400376870915485696,no
1400171589346414592,no
1400136293103898624,no
1400049677907673090,no
1399810886001364994,no
1399775306257473542,no
1399673754733719553,no
1399333873641836545,no
1398985615056715778,no
1398315696245940230,no
1398254449970266114,no
1398234434764214274,no
1398226900590514178,no
1398199701984382979,no
1398197121191395332,no
1397923048532049927,no
1397856061500108800,no
1397617969589637123,no
1397525488273436678,no
1397508291975077888,no
1397472979177594880,no
1397232735941451785,no
1397231814729773062,no
1397193808308314115,no
1397137620149362688,no
1397115231537713152,no
1396833214166147078,no
1396801749688651777,no
1396422629465202688,no
1396179135232454656,no
1396048193440321536,no
1395703307889487879,no
1395700941823819787,no
1395341916053639168,no
1395044598553133057,no
1394747790752948227,no
1394736029584736265,no
1394659268532527110,no
1394651514896109568,no
1394605849662869508,no
1394256383357378562,no
1394250737622859776,no
1394248075129073669,no
1393967110997647361,no
1393546048354783238,no
1393518039832932353,no
1393491424721711106,no
1393246491960123400,no
1392868490130993154,no
1392822103611744260,no
1392794615015673858,no
1392784036117024769,no
1392739832623992832,no
1392477783222329345,no
1392444303583100935,no
1392111833646047236,no
1392109529282850821,no
1392080018835116036,no
1392022019852718080,no
1391812681397637129,no
1391754419360964611,no
1391682598372511746,no
1391481578967162881,no
1391060424599220226,no
1391030134426243076,no
1390992378098601996,no
1390714289443459078,no
1390305717937217536,no
1390266857970716675,no
1390223836948439042,no
1390204607532609536,no
1390198766267944960,no
1390011619279843331,no
1390003234148962311,no
1389949070710648832,no
1389917527875129344,no
1389909039765762054,no
1389833866471428100,no
1389518097367932929,no
1389513061011238913,no
1389254335419277317,no
1389195649317494789,no
1389173070607396866,no
1389144102118232066,no
1388878446323933184,no
1388840860440272898,no
1388440565537247240,no
1388158978320896001,no
1388133746675695617,no
1387442470770905089,no
1387361040623673349,no
1386733311310053377,no
1386717146751832068,no
1386668396721459200,no
1386636211633201155,no
1386288889086763008,no
1385935652689166347,no
1385896374282108931,no
1385609426028142592,no
1385547372571336704,no
1385283485208879116,no
1385182296270163969,no
1385180231863046159,no
1384854465606471680,no
1384846883118632961,no
1384835453178810372,no
1384823830707937280,no
1384796137350176772,no
1384480795948163072,no
1384471919341314048,no
1384187389426368516,no
1384140384960335872,no
1384133782156976137,no
1383722047612669955,no
1383026710455713798,no
1382992083754086403,no
1382986278703104001,no
1382738463930384388,no
1382706342612365326,no
1382681367339753472,no
1382658855507787782,no
1382400769001984000,no
1381983105167265794,no
1381907795818201090,no
1381590248388501505,no
1381312191429742593,no
1381306055708188672,no
1381185325498822659,no
1380815321171423232,no
1380432087531073536,no
1380231206298648579,no
1380191101013856256,no
1380111970255376385,no
1379843983573147653,no
1379754154231488513,no
1379719880275005441,no
1379707818123669506,no
1379483174774931459,no
1379474530125631489,no
1379403357044019201,no
1379077355239567367,no
1379077161114554378,no
1378995832335306755,no
1378648579984793600,no
1378633442515152900,no
1378340290176618497,no
1378311904158961665,no
1378310244724539393,no
1377953971353096193,no
1377644424574947331,no
1377606790028914693,no
1377254851252514821,no
1377247838791462912,no
1377221638404497416,no
1376587464350048263,no
1376578870078492681,no
1376457954426294275,no
1375866458291515395,no
1375779727345127428,no
1375502876441772039,no
1375471154492760066,no
1375037541867524096,no
1375037108382003202,no
1374741625889558528,no
1374021512412463111,no
1374007475280707586,no
1373976761998962691,no
1373706224919748608,no
1373605860446982146,no
1373577047927324673,no
1373289991137333250,no
1373091925973217280,no
1372900915624042503,no
1372495518690070528,no
1372221193764417549,no
1371793388245286913,no
1371778281549225987,no
1371521834324217860,no
1371515285614788611,no
1371154051182759937,no
1370683558705135617,no
1370676517001367554,no
1370421301156925445,no
1370358931684524036,no
1370042078634344448,no
1370007217823481859,no
1370004836943466497,no
1369997958343757827,no
1369994700950765571,no
1369709652854910978,no
1369684977932263425,no
1369671348268769281,no
1369606007106703363,no
1369591543280119812,no
1369241829170888707,no
1368929414499553283,no
1368863819087437827,no
1368848977068752896,no
1368828388018958336,no
1368744394006880261,no
1368134511482011650,no
1367810876766576641,no
1367793625959137280,no
1367783891176722441,no
1367545125468065793,no
1367167889359437831,no
1366758198309453832,no
1366731266985443338,no
1366441032007774216,no
1366328640917667847,no
1365636045639942146,no
1365357241596071945,no
1365244495806275585,no
1365001049946288132,no
1364950533782568970,no
1364949528944730127,no
1364891639962103813,no
1364481833413582848,no
1363878468694536193,no
1363873077956870145,no
1362967565203570693,no
1362775953332699142,no
1362451061060100096,no
1362413567346114565,no
1362409036487008259,no
1362064263427284995,no
1361948576499314696,no
1361704393171697664,no
1361685715650805762,no
1360879707370225665,no
1360245029994913794,no
1360167752196096000,no
1359911735965212679,no
1359910087503020033,no
1359858050077753346,no
1359775624223719426,no
1359583753304223747,no
1359201438250004485,no
1359201154513657865,no
1359181378622009345,no
1359085718333755394,no
1358699637679550470,no
1358350066499600384,no
1358270019126329345,no
1358075983346216961,no
1358070448630747136,no
1357716704831418369,no
1357667795589242881,no
1357411503608111104,no
1357384681113681921,no
1357365443519016960,no
1357273611317444609,no
1356601093904625666,no
1356291978225459202,no
1356173383071883265,no
1356173181963407365,no
1356142632725000192,no
1355833333222146048,no
1355810631828426756,no
1355146429426229251,no
1355099125533044736,no
1355040992022454279,no
1355040991640748038,no
1355004173566226436,no
1354825526507048966,no
1354822186842738694,no
1354454871345405955,no
1354340220477595650,no
1354117018539216898,no
1354116043095076865,no
1354089226405601280,no
1354052824691314690,no
1353728887642091521,no
1353716337227542530,no
1353651574472638465,no
1353626173813780480,no
1353626048466980866,no
1353234440110141445,no
1353233620933226496,no
1352923037201522688,no
1352278535759683585,no
1351858883548098562,no
1351577672804130818,no
1351574449515069441,no
1351485890003140609,no
1351206165535973388,no
1350873876532748291,no
1350454991937540096,no
1349768728955777024,no
1349768077257412609,no
1349764504696066054,no
1349739250036707328,no
1349656913294880768,no
1349655697986899968,no
1349406766581342214,no
1348688130988191745,no
1348670026564440064,no
1348669331576647681,no
1348591115730112512,no
1348574208482304000,no
1348322794199781377,no
1347883321292939273,no
1347596434003161088,no
1347575551435952128,no
1347517241567424512,no
1347508247213834241,no
1347505331706986497,no
1347245000581664776,no
1347140045585731586,no
1347079898465243136,no
1346859321125007360,no
1346487106902908928,no
1346484443867975681,no
1346135759229771777,no
1346069219989811200,no
1346066084944896001,no
1346044766102974464,no
1345306420867174402,no
1344232014250184704,no
1343895941187825664,no
1343835082226872321,no
1343562099247763456,no
1343555576538787845,no
1343472143183597568,no
1342081422299947010,no
1341740366094094337,no
1341694543817785344,no
1341377223564156928,no
1341081156100472833,no
1341077810438426627,no
1341028930699079680,no
1340994258120130561,no
1340718637280358406,no
1340673344253902850,no
1340631363104456705,no
1340356236903133185,no
1340311014169079811,no
1340296712347389952,no
1340280643335417858,no
1340268756539498497,no
1340262857980702721,no
1340179364466573312,no
1339642776720424961,no
1339621065773953027,no
1339552178801926144,no
1339543619062161408,no
1339525764941828096,no
1339277378904870912,no
1339167136032432128,no
1338929319423389702,no
1338744138112634880,no
1338119649326673920,no
1338064155530629120,no
1337706009419272193,no
1337660205706997760,no
1337415598918262784,no
1337398234155790338,no
1337365219639775239,no
1337073406840332288,no
1337065042169171972,no
1337053172632784897,no
1337047028656988163,no
1337031094890278922,no
1337010262440894469,no
1336997054577586183,no
1336993917309509632,no
1336991957281857537,no
1336987554005078017,no
1336741912330391553,no
1336672037562150914,no
1336438556106104837,no
1336376036305547264,no
1336310650788851713,no
1336144565829574657,no
1335960073483456512,no
1335937358882082818,no
1335935170550112257,no
1335584860019314690,no
1335545270243905536,no
1335537392682491904,no
1335343214631514115,no
1335311507303899138,no
1335267733542465537,no
1335217453677359108,no
1335132302016450563,no
1335066615927480323,no
1334832405505593344,no
1334803225522921473,no
1334791133579399169,no
1334611879612833792,no
1334564166905057283,no
1334450230062931972,no
1334425391218483200,no
1333980009296515075,no
1333830408379707394,no
1333569027252375553,no
1333362453799952384,no
1333309729569902592,no
1333069616743124992,no
1332371414062653444,no
1332326639309631489,no
1332300394622574592,no
1332291158098259968,no
1332280932200566790,no
1332227853371445248,no
1331893543586115586,no
1331669503399383048,no
1331662320511152129,no
1331541178723004417,no
1331224287391473667,no
1331183349478678529,no
1330918184921214976,no
1330732623312924672,no
1330108770077335555,no
1330101229532426242,no
1330091935768453120,no
1330090764853014532,no
1329817571789582338,no
1329816199555911680,no
1329812803474120705,no
1329771687018176515,no
1329740702037774336,no
1329726726868492290,no
1329726389696782337,no
1329725101974097920,no
1329688523012780033,no
1329492161402908673,no
1329453946147135489,no
1329433457328590854,no
1329400147600617472,no
1329394573722984449,no
1329377184658632704,no
1329372889137745922,no
1329359884043870208,no
1329314480812158977,no
1329149572099268609,no
1329107154566049792,no
1329029431709605888,no
1329006758262693891,no
1328738308462145537,no
1328697595829555204,no
1328340095137624065,no
1327925443891171330,no
1327917785977151493,no
1327568715865616384,no
1327185490773209088,no
1326911461378154502,no
1326206760647057408,no
1326109925681074177,no
1325745776903983105,no
1325164144325128194,no
1325130643190272001,no
1325120176380141568,no
1324975261029425153,no
1324685060532887556,no
1324024694002114563,no
1323676383554555904,no
1323672336088899585,no
1323617640590594048,no
1323613991445430274,no
1323596314429501440,no
1323578749078675456,no
1323357297297530881,no
1323202077737295873,no
1322830640543338497,no
1322804245972897792,no
1322511304830144520,no
1322238391593897984,no
1322107171866398721,no
1321780859486326784,no
1321768894621769729,no
1321470622321549313,no
1321453091091337216,no
1321074207724347398,no
1321051604775305216,no
1321051464089825283,no
1321032726921826305,no
1320711396292612097,no
1320705490058432512,no
1320435684537212929,no
1319689157669801985,no
1319647688393170950,no
1319591902669344768,no
1319578562995826688,no
1319578016117293057,no
1319295362591387648,no
1319292646913835018,no
1319290447915700229,no
1319268589812277249,no
1319230894264246273,no
1319190982752088066,no
1318905405540618242,no
1318904602352406531,no
1318875193830481920,no
1318598402079416320,no
1318587379779833861,no
1318581093201793024,no
1318501563384668160,no
1318479286022643712,no
1318451636101173250,no
1318133090846461953,no
1318083339488735232,no
1317397548261322753,no
1317163706338467848,no
1316997404512735234,no
1316710492598140928,no
1316380824405708802,no
1316360721718943746,no
1316271052817743874,no
1315682000813121538,no
1314926162796216321,no
1314864510453284865,no
1314861995733266432,no
1314626226598957057,no
1314581417687429121,no
1314533498565390337,no
1314215561866350592,no
1314178789677699074,no
1314167912953974792,no
1313894442953252871,no
1313862899899805702,no
1313800144815640578,no
1313771685800284160,no
1313502274992459785,no
1313491567823540225,no
1313466565854195717,no
1313383090442694656,no
1313158256928358402,no
1313095082061434880,no
1313061204844314625,no
1312699989383172096,no
1312433481016844295,no
1312331595886534657,no
1312003148584808455,no
1311973037336604673,no
1311750768136007680,no
1311726107511660545,no
1311723815555268608,no
1311698175753945089,no
1311668458657112064,no
1311625658792054784,no
1311235982621114368,no
1311187859131502593,no
1310991552072777730,no
1310965668028841984,no
1310959850139127814,no
1310924795412967430,no
1310855403014627328,no
1310830957793026048,no
1310623117258100737,no
1310546295208194050,no
1310545390014541824,no
1309862862647701504,no
1309773204999864320,no
1309431669267496960,no
1309416240939773952,no
1309164445906669568,no
1309131982761320451,no
1309123423990353921,no
1308803638526177282,no
1308729669114638338,no
1308695940770004992,no
1308383568331190272,no
1308327092468224000,no
1308294664047398915,no
1308264655576592384,no
1308058750742335491,no
1308007031325032449,no
1307955976981499904,no
1307950097427202050,no
1307651035687723016,no
1307632782244564992,no
1307620617202610176,no
1307243037245009922,no
1307237916247236608,no
1306613969973661697,no
1306594414836449280,no
1306585199808065538,no
1306261439410307072,no
1306182552395317248,no
1305855654951825408,no
1305493756473495552,no
1305483071731322881,no
1305455672562253826,no
1305088513969324032,no
1304805975099150337,no
1304468560509636611,no
1304448025545396229,no
1304445900551585792,no
1304400532187078658,no
1304309000515866624,no
1304088687819526151,no
1303305679134916613,no
1303262120075816960,no
1303250329673310208,no
1303071707092180993,no
1302973260645257218,no
1302922703716966401,no
1302543563994140673,no
1302259958881366021,no
1302175765149241345,no
1301886484149153793,no
1301878362802204674,no
1301875866339770368,no
1301858558091329542,no
1301804851194736640,no
1301552994471866372,no
1301522008652623873,no
1301480993967267840,no
1301174272493342721,no
1300810961092251650,no
1300787810803372033,no
1300780063294660609,no
1300164426230890500,no
1300157861901762562,no
1299732372058001409,no
1299359593726910464,no
1299019627641659393,no
1298901629807349760,no
1297909776710590466,no
1297158658271457280,no
1297136040231292931,no
1296771121338101761,no
1296729086350458880,no
1296462182918627330,no
1296451808051765252,no
1296102530045419520,no
1296102068067999744,no
1296028838519087104,no
1295729342115385344,no
1295728418974248971,no
1295420234862600192,no
1295320052334460930,no
1294309349708435457,no
1294277235961192451,no
1294272559408656384,no
1293955878106943488,no
1293849817454727169,no
1293190548279500800,no
1293184168529018881,no
1293135362206957568,no
1292879757227458567,no
1292580316209610752,no
1292572893495414784,no
1292553239884423169,no
1291695782907842561,no
1291683096862101504,no
1291641739195961345,no
1291335139793022977,no
1291327796757889025,no
1291319052695216128,no
1291300163781369859,no
1291014813674549248,no
1290918042281676800,no
1290867879215161344,no
1290676291864322049,no
1290670359063265281,no
1290614962826682368,no
1290278244336377856,no
1290251198294102017,no
1290036272753336320,no
1289946155443339265,no
1289312968606461952,no
1289265067947626499,no
1289229836007989249,no
1289211465228984321,no
1289210458285604865,no
1289175064387006466,no
1289139490641059840,no
1289102748353323008,no
1288852003783933953,no
1288818374588473348,no
1288762003352367104,no
1288725009259790336,no
1288676439181668352,no
1288629379384463360,no
1288548345187676160,no
1288528296548937728,no
1288456365254549504,no
1288407758165938177,no
1288240819057680386,no
1288133487850147841,no
1288103413557985280,no
1288087654836338688,no
1288085424989261825,no
1287999050982346753,no
1287674187746869248,no
1287357084972003329,no
1287129661793882113,no
1286602989378174976,no
1286592565685493760,no
1286325003491966976,no
1286293287674970113,no
1286225460662341632,no
1285881016658407425,no
1285867933802139650,no
1285565960259342344,no
1285487395371200512,no
1285248925952286720,no
1285246497307725826,no
1285227301731536899,no
1285154574207049728,no
1284105008624082950,no
1284065816640729088,no
1284063936174751744,no
1283861756813684736,no
1283750040163487744,no
1283711543402737665,no
1283686335337902081,no
1283657746613665792,no
1283438301672869890,no
1283420530062897154,no
1283390892578164739,no
1283352183602388992,no
1283069258830839812,no
1283059363989651459,no
1283029709740220417,no
1282956984384401408,no
1282698817356300291,no
1282666995163582466,no
1282625364209143808,no
1282589624532185090,no
1281573786786070528,no
1281543786896797703,no
1281530392084979713,no
1281181898975346688,no
1280875035146752000,no
1280526986058838022,no
1280524642696990722,no
1280484176958029825,no
1280480108134821888,no
1280434896549314563,no
1280397623925583872,no
1279378647284101120,no
1279073636142518274,no
1278786650198421505,no
1278680214466428928,no
1278389758515916806,no
1278361708126523392,no
1278329278862688259,no
1278290552363114496,no
1278259516182794241,no
1278068673782190080,no
1277980780841463814,no
1277963893227184129,no
1277947298249662465,no
1277888389027631104,no
1277660379749982214,no
1276927851149787138,no
1276927340522745856,no
1276833882109870080,no
1276527289925320706,no
1276463496792850432,no
1276428777220911106,no
1275766290725117952,no
1275759523844837379,no
1275759194239635456,no
1275745022495862791,no
1275446378206904321,no
1275423239976685568,no
1275371693846953984,no
1275104281520156672,no
1275077382789947407,no
1275064987375898633,no
1274991997879750656,no
1274975853550514177,no
1274967448194813953,no
1274258996556423168,no
1274027499618553858,no
1273996332638900224,no
1273907949484871681,no
1273626969050165250,no
1273618103667249154,no
1273552818335625217,no
1273286149860208640,no
1273243390075908096,no
1273209975423275008,no
1272894539846606858,no
1272880743652495360,no
1272846205639417856,no
1272561204897157125,no
1272552216235323392,no
1272465858321952768,no
1271730882295083009,no
1271461629625094147,no
1271433675108954117,no
1271406989168574464,no
1271362109813805056,no
1271046446129778688,no
1270707857353293826,no
1270694774698315781,no
1270396032866758658,no
1270383566585823232,no
1270350979146416129,no
1270343108539097089,no
1270028261813293059,no
1270024331226230784,no
1270000025205080064,no
1269929368387825664,no
1269917182126895105,no
1269895349776396288,no
1268907866246840320,no
1268872167657177092,no
1268862807497474054,no
1268811410747817985,no
1268562329874112513,no
1268490870334132226,no
1268484785262952448,no
1268209988859768835,no
1267751539155795968,no
1267461942198837248,no
1267372491288334336,no
1267160494881849345,no
1267054041001005058,no
1266740120713076736,no
1266728392910610433,no
1266726580862189569,no
1266466804072878080,no
1266457497398902788,no
1266457081323929606,no
1266446903228669954,no
1266436886979100673,no
1266380647922270208,no
1266362450942636032,no
1266333330037002241,no
1266311469966209024,no
1266059249945325576,no
1265991226471469057,no
1265982862060371968,no
1265946879130570755,no
1265736051223605248,no
1265691521816440832,no
1265673933451378688,no
1265657697388634112,no
1265648015802499075,no
1265591389900996608,no
1265587450124087296,no
1265574390638542849,no
1265549649718521857,no
1265278354942496768,no
1265269721882116096,no
1265252987254996992,no
1265197491705823232,no
1264543862091141121,no
1264535774248284160,no
1263849019010416641,no
1263780543881261056,no
1263778939064983552,no
1263748996713066497,no
1263435559894122497,no
1263409870516236288,no
1263380092388102145,no
1263103803739512832,no
1263072085619937282,no
1263065158689214465,no
1263052449671196672,no
1262956304563343368,no
1262814882572849152,no
1262797364382793729,no
1262793817041887233,no
1262388666128912385,no
1262353697494925314,no
1262333089960923137,no
1262031549421232129,no
1261666321156227077,no
1261643861035794433,no
1261336440346206210,no
1261294784964104193,no
1261290378721923072,no
1261278062810988550,no
1261222809331740674,no
1260943708331147269,no
1260924620724559875,no
1260858627293884418,no
1260846227316527104,no
1260587582410444805,no
1260569354137206789,no
1260544501870886912,no
1260535171591344129,no
1260517651614437380,no
1260486191033483266,no
1260475243375796225,no
1260159405141757953,no
1260137001199771648,no
1259864020661788672,no
1259859820871659520,no
1259853145154428928,no
1259798426188996610,no
1259775564409380864,no
1259423027890204673,no
1259392844395053056,no
1259181431449927692,no
1259151180065841153,no
1259134414719725570,no
1259133204306579457,no
1258310429362868224,no
1258044125431070720,no
1258041073873620992,no
1257965782488809473,no
1257670842223407104,no
1257590688822235136,no
1257310598922027008,no
1257300565811294215,no
1257284620728651777,no
1257248142367604737,no
1256978594204733442,no
1256965326102843393,no
1256964404312186882,no
1256935090590027776,no
1256878370501033984,no
1256875927562334208,no
1256210247208898561,no
1256196617692217344,no
1256173964616966144,no
1256135891191582720,no
1256132131845218305,no
1255814309864710144,no
1255780170285408257,no
1255123576388227072,no
1255066450211078144,no
1255024406214123521,no
1255017433150164992,no
1254800229779550209,no
1254771639834689540,no
1254716600768499712,no
1254700899789930497,no
1254446349426327557,no
1253990337875513344,no
1253708068162015232,no
1253695080382201858,no
1253683978596474885,no
1253627205348921349,no
1253624940940623872,no
1253602725213937665,no
1253299170288578560,no
1253166784670076929,no
1253019250140286990,no
1252995749538824193,no
1252987993624842242,no
1252898736998625282,no
1252614452383531010,no
1252580835183730690,no
1252579936067555328,no
1252558227029581824,no
1252538996770705409,no
1252534119239749632,no
1252184298133880832,no
1252168524866424832,no
1252163557736820737,no
1251917798114316290,no
1251555174872756224,no
1251547599179481089,no
1251152043227533313,no
1251124298636496898,no
1251098280148242437,no
1251073266783064064,no
1250789231443787781,no
1250742213140787200,no
1250713982207438850,no
1250474365852008449,no
1250425470413225988,no
1250402767593766912,no
1250396330205286401,no
1250394490336096257,no
1250074752456306690,no
1250027492494249984,no
1249381836284977155,no
1249321485694570498,no
1249321465163456513,no
1249230854758563840,no
1249049699107168262,no
1249019449212055553,no
1248974208052404224,no
1248938113604489216,no
1248538536208449536,no
1248529588990476288,no
1248329535113871367,no
1248252468884111361,no
1248197565004361728,no
1248151087749697536,no
1247903842374545417,no
1247902523035275269,no
1247895647883153412,no
1247833210496659456,no
1247816834524512258,no
1247811025086234630,no
1247571227113381890,no
1247536887725617154,no
1247507870012313600,no
1247495806850084864,no
1247403832990142464,no
1247190443525275650,no
1247128684420628482,no
1247111262103900161,no
1247109510478680064,no
1247087208139575302,no
1246855176897671168,no
1246528205420482562,no
1246066592812863489,no
1246042257427496960,no
1246040801030922240,no
1246034204535795712,no
1246015453320949765,no
1245756624310067200,no
1245727413188857858,no
1245714794868588547,no
1245699872373735425,no
1245686657912799234,no
1245641586215510017,no
1245389325832990721,no
1245388404256374785,no
1245307928984330240,no
1245265630380638210,no
1245046956717748225,no
1244987770835292162,no
1244944453347037189,no
1244943917356929024,no
1244935793522737152,no
1244904599884005376,no
1244901363961729024,no
1244648681858613248,no
1244646596689739776,no
1244622349833510914,no
1244577414073761792,no
1244267212283748352,no
1244172514881875968,no
1243963493763645442,no
1243570022351540225,no
1243511633512738816,no
1243478472934207488,no
1243467475032956929,no
1243200871216885761,no
1243195319615213571,no
1243169117835685888,no
1243166358759788545,no
1243160595807055874,no
1242841388682805249,no
1242833521355431936,no
1242794863080484866,no
1242765825574133765,no
1242758714769244160,no
